Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,context
1032,phone_1,"SELECT T2.Hardware_Model_name ,  T2.Company_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.Type  =  ""Graphics"";","List the hardware model name and company name for the phone whose screen mode type is ""Graphics.""","['SELECT' 'T2.Hardware_Model_name' ',' 'T2.Company_name' 'FROM'
 'screen_mode' 'AS' 'T1' 'JOIN' 'phone' 'AS' 'T2' 'ON' 'T1.Graphics_mode'
 '=' 'T2.screen_mode' 'WHERE' 'T1.Type' '=' '``' 'Graphics' ""''"" ';']","['select' 't2' '.' 'hardware_model_name' ',' 't2' '.' 'company_name'
 'from' 'screen_mode' 'as' 't1' 'join' 'phone' 'as' 't2' 'on' 't1' '.'
 'graphics_mode' '=' 't2' '.' 'screen_mode' 'where' 't1' '.' 'type' '='
 'value']","['List' 'the' 'hardware' 'model' 'name' 'and' 'company' 'name' 'for' 'the'
 'phone' 'whose' 'screen' 'mode' 'type' 'is' '``' 'Graphics' '.' ""''""]","['CREATE TABLE ""chip_model"" ( ""Model_name"" text, ""Launch_year"" real, ""RAM_MiB"" real, ""ROM_MiB"" real, ""Slots"" text, ""WiFi"" text, ""Bluetooth"" text, PRIMARY KEY (""Model_name"") )', 'CREATE TABLE ""screen_mode"" ( ""Graphics_mode"" real, ""Char_cells"" text, ""Pixels"" text, ""Hardware_colours"" real, ""used_kb"" real, ""map"" text, ""Type"" text, PRIMARY KEY (""Graphics_mode"") )', 'CREATE TABLE ""phone"" ( ""Company_name"" text, ""Hardware_Model_name"" text, ""Accreditation_type"" text, ""Accreditation_level"" text, ""Date"" text, ""chip_model"" text, ""screen_mode"" text, PRIMARY KEY(""Hardware_Model_name""), FOREIGN KEY (`screen_mode`) REFERENCES `screen_mode`(`Graphics_mode`), FOREIGN KEY (`chip_model`) REFERENCES `chip_model`(`Model_name`) )']"
6556,wine_1,"SELECT avg(Price) ,  YEAR FROM WINE GROUP BY YEAR",What is the average prices of wines for each each?,"['SELECT' 'avg' '(' 'Price' ')' ',' 'YEAR' 'FROM' 'WINE' 'GROUP' 'BY'
 'YEAR']","['select' 'avg' '(' 'price' ')' ',' 'year' 'from' 'wine' 'group' 'by'
 'year']",['What' 'is' 'the' 'average' 'prices' 'of' 'wines' 'for' 'each' 'each' '?'],"['CREATE TABLE ""grapes"" ( \t""ID"" INTEGER PRIMARY KEY, \t""Grape"" TEXT UNIQUE, \t""Color"" TEXT );', 'CREATE TABLE ""appellations"" ( \t""No"" INTEGER PRIMARY KEY, \t""Appelation"" TEXT UNIQUE, \t""County"" TEXT, \t""State"" TEXT, \t""Area"" TEXT, \t""isAVA"" TEXT);', 'CREATE TABLE ""wine"" ( \t""No"" INTEGER, \t""Grape"" TEXT, \t""Winery"" TEXT, \t""Appelation"" TEXT, \t""State"" TEXT, \t""Name"" TEXT, \t""Year"" INTEGER, \t""Price"" INTEGER, \t""Score"" INTEGER, \t""Cases"" INTEGER, \t""Drink"" TEXT,\tFOREIGN KEY (Grape) REFERENCES grapes(Grape),\tFOREIGN KEY (Appelation) REFERENCES appellations(Appelation));']"
2658,local_govt_mdm,SELECT cmi_cross_ref_id FROM cmi_cross_references EXCEPT SELECT cmi_cross_ref_id FROM parking_fines,Which cmi cross reference id is not related to any parking taxes?,"['SELECT' 'cmi_cross_ref_id' 'FROM' 'cmi_cross_references' 'EXCEPT'
 'SELECT' 'cmi_cross_ref_id' 'FROM' 'parking_fines']","['select' 'cmi_cross_ref_id' 'from' 'cmi_cross_references' 'except'
 'select' 'cmi_cross_ref_id' 'from' 'parking_fines']","['Which' 'cmi' 'cross' 'reference' 'id' 'is' 'not' 'related' 'to' 'any'
 'parking' 'taxes' '?']","['CREATE TABLE Customer_Master_Index ( master_customer_id INTEGER NOT NULL, cmi_details VARCHAR(255), PRIMARY KEY (master_customer_id) )', 'CREATE TABLE CMI_Cross_References ( cmi_cross_ref_id INTEGER NOT NULL, master_customer_id INTEGER NOT NULL, source_system_code CHAR(15) NOT NULL, PRIMARY KEY (cmi_cross_ref_id), FOREIGN KEY (master_customer_id) REFERENCES Customer_Master_Index (master_customer_id) )', 'CREATE TABLE Council_Tax ( council_tax_id INTEGER NOT NULL, cmi_cross_ref_id INTEGER NOT NULL, PRIMARY KEY (council_tax_id), FOREIGN KEY (cmi_cross_ref_id) REFERENCES CMI_Cross_References (cmi_cross_ref_id) )', 'CREATE TABLE Business_Rates ( business_rates_id INTEGER NOT NULL, cmi_cross_ref_id INTEGER NOT NULL, PRIMARY KEY (business_rates_id), FOREIGN KEY (cmi_cross_ref_id) REFERENCES CMI_Cross_References (cmi_cross_ref_id) )', 'CREATE TABLE Benefits_Overpayments ( council_tax_id INTEGER NOT NULL, cmi_cross_ref_id INTEGER NOT NULL, PRIMARY KEY (council_tax_id), FOREIGN KEY (cmi_cross_ref_id) REFERENCES CMI_Cross_References (cmi_cross_ref_id) )', 'CREATE TABLE Parking_Fines ( council_tax_id INTEGER NOT NULL, cmi_cross_ref_id INTEGER NOT NULL, PRIMARY KEY (council_tax_id), FOREIGN KEY (cmi_cross_ref_id) REFERENCES CMI_Cross_References (cmi_cross_ref_id) )', 'CREATE TABLE Rent_Arrears ( council_tax_id INTEGER NOT NULL, cmi_cross_ref_id INTEGER NOT NULL, PRIMARY KEY (council_tax_id), FOREIGN KEY (cmi_cross_ref_id) REFERENCES CMI_Cross_References (cmi_cross_ref_id) )', 'CREATE TABLE Electoral_Register ( electoral_register_id INTEGER NOT NULL, cmi_cross_ref_id INTEGER NOT NULL, PRIMARY KEY (electoral_register_id), FOREIGN KEY (cmi_cross_ref_id) REFERENCES CMI_Cross_References (cmi_cross_ref_id) )']"
6306,city_record,"SELECT t1.gdp ,  t1.Regional_Population FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id  =  T2.host_city GROUP BY t2.Host_City HAVING count(*)  >  1",What are the GDP and population of the city that already served as a host more than once?,"['SELECT' 't1.gdp' ',' 't1.Regional_Population' 'FROM' 'city' 'AS' 'T1'
 'JOIN' 'hosting_city' 'AS' 'T2' 'ON' 'T1.city_id' '=' 'T2.host_city'
 'GROUP' 'BY' 't2.Host_City' 'HAVING' 'count' '(' '*' ')' '>' '1']","['select' 't1' '.' 'gdp' ',' 't1' '.' 'regional_population' 'from' 'city'
 'as' 't1' 'join' 'hosting_city' 'as' 't2' 'on' 't1' '.' 'city_id' '='
 't2' '.' 'host_city' 'group' 'by' 't2' '.' 'host_city' 'having' 'count'
 '(' '*' ')' '>' 'value']","['What' 'are' 'the' 'GDP' 'and' 'population' 'of' 'the' 'city' 'that'
 'already' 'served' 'as' 'a' 'host' 'more' 'than' 'once' '?']","['CREATE TABLE ""city"" ( ""City_ID"" int, ""City"" text, ""Hanzi"" text, ""Hanyu_Pinyin"" text, ""Regional_Population"" int, ""GDP"" real, PRIMARY KEY (""City_ID"") )', 'CREATE TABLE ""match"" ( ""Match_ID"" int, ""Date"" text, ""Venue"" text, ""Score"" text, ""Result"" text, ""Competition"" text, PRIMARY KEY (""Match_ID"") )', 'CREATE TABLE ""temperature"" ( ""City_ID"" int, ""Jan"" real, ""Feb"" real, ""Mar"" real, ""Apr"" real, ""Jun"" real, ""Jul"" real, ""Aug"" real, ""Sep"" real, ""Oct"" real, ""Nov"" real, ""Dec"" real, PRIMARY KEY (""City_ID""), FOREIGN KEY (`City_ID`) REFERENCES `city`(`City_ID`) )', 'CREATE TABLE ""hosting_city"" ( ""Year"" int, ""Match_ID"" int, ""Host_City"" text, PRIMARY KEY (""Year""), FOREIGN KEY (`Host_City`) REFERENCES `city`(`City_ID`), FOREIGN KEY (`Match_ID`) REFERENCES `match`(`Match_ID`) )']"
156,bike_1,SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code  =  T2.zip_code GROUP BY T2.zip_code HAVING avg(T2.mean_temperature_f)  >  60,"For each zip code, find the ids of all trips that have a higher average mean temperature above 60?","['SELECT' 'T1.id' 'FROM' 'trip' 'AS' 'T1' 'JOIN' 'weather' 'AS' 'T2' 'ON'
 'T1.zip_code' '=' 'T2.zip_code' 'GROUP' 'BY' 'T2.zip_code' 'HAVING' 'avg'
 '(' 'T2.mean_temperature_f' ')' '>' '60']","['select' 't1' '.' 'id' 'from' 'trip' 'as' 't1' 'join' 'weather' 'as' 't2'
 'on' 't1' '.' 'zip_code' '=' 't2' '.' 'zip_code' 'group' 'by' 't2' '.'
 'zip_code' 'having' 'avg' '(' 't2' '.' 'mean_temperature_f' ')' '>'
 'value']","['For' 'each' 'zip' 'code' ',' 'find' 'the' 'ids' 'of' 'all' 'trips'
 'that' 'have' 'a' 'higher' 'average' 'mean' 'temperature' 'above' '60'
 '?']","['CREATE TABLE station ( id INTEGER PRIMARY KEY, name TEXT, lat NUMERIC, long NUMERIC, dock_count INTEGER, city TEXT, installation_date TEXT)', 'CREATE TABLE status ( station_id INTEGER, bikes_available INTEGER, docks_available INTEGER, time TEXT, FOREIGN KEY (station_id) REFERENCES station(id) )', 'CREATE TABLE trip ( id INTEGER PRIMARY KEY, duration INTEGER, start_date TEXT, start_station_name TEXT, -- this should be removed start_station_id INTEGER, end_date TEXT, end_station_name TEXT, -- this should be removed end_station_id INTEGER, bike_id INTEGER, subscription_type TEXT, zip_code INTEGER)', 'CREATE TABLE weather ( date TEXT, max_temperature_f INTEGER, mean_temperature_f INTEGER, min_temperature_f INTEGER, max_dew_point_f INTEGER, mean_dew_point_f INTEGER, min_dew_point_f INTEGER, max_humidity INTEGER, mean_humidity INTEGER, min_humidity INTEGER, max_sea_level_pressure_inches NUMERIC, mean_sea_level_pressure_inches NUMERIC, min_sea_level_pressure_inches NUMERIC, max_visibility_miles INTEGER, mean_visibility_miles INTEGER, min_visibility_miles INTEGER, max_wind_Speed_mph INTEGER, mean_wind_speed_mph INTEGER, max_gust_speed_mph INTEGER, precipitation_inches INTEGER, cloud_cover INTEGER, events TEXT, wind_dir_degrees INTEGER, zip_code INTEGER)']"
3184,college_1,"SELECT school_code FROM department WHERE dept_name  =  ""Accounting""",What is the school code of the accounting department?,"['SELECT' 'school_code' 'FROM' 'department' 'WHERE' 'dept_name' '=' '``'
 'Accounting' ""''""]","['select' 'school_code' 'from' 'department' 'where' 'dept_name' '='
 'value']","['What' 'is' 'the' 'school' 'code' 'of' 'the' 'accounting' 'department'
 '?']","['CREATE TABLE CLASS ( CLASS_CODE varchar(5) PRIMARY KEY, CRS_CODE varchar(10), CLASS_SECTION varchar(2), CLASS_TIME varchar(20), CLASS_ROOM varchar(8), PROF_NUM int, FOREIGN KEY (CRS_CODE) REFERENCES COURSE(CRS_CODE) FOREIGN KEY (PROF_NUM) REFERENCES EMPLOYEE(EMP_NUM) )', 'CREATE TABLE COURSE ( CRS_CODE varchar(10) PRIMARY KEY, DEPT_CODE varchar(10), CRS_DESCRIPTION varchar(35), CRS_CREDIT float(8), FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )', 'CREATE TABLE DEPARTMENT ( DEPT_CODE varchar(10) PRIMARY KEY, DEPT_NAME varchar(30), SCHOOL_CODE varchar(8), EMP_NUM int, DEPT_ADDRESS varchar(20), DEPT_EXTENSION varchar(4), FOREIGN KEY (EMP_NUM) REFERENCES EMPLOYEE(EMP_NUM) )', 'CREATE TABLE EMPLOYEE ( EMP_NUM int PRIMARY KEY, EMP_LNAME varchar(15), EMP_FNAME varchar(12), EMP_INITIAL varchar(1), EMP_JOBCODE varchar(5), EMP_HIREDATE datetime, EMP_DOB datetime )', 'CREATE TABLE ENROLL ( CLASS_CODE varchar(5), STU_NUM int, ENROLL_GRADE varchar(50), FOREIGN KEY (CLASS_CODE) REFERENCES CLASS(CLASS_CODE) FOREIGN KEY (STU_NUM) REFERENCES STUDENT(STU_NUM) )', 'CREATE TABLE PROFESSOR ( EMP_NUM int, DEPT_CODE varchar(10), PROF_OFFICE varchar(50), PROF_EXTENSION varchar(4), PROF_HIGH_DEGREE varchar(5), FOREIGN KEY (EMP_NUM) REFERENCES EMPLOYEE(EMP_NUM), FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )', 'CREATE TABLE STUDENT ( STU_NUM int PRIMARY KEY, STU_LNAME varchar(15), STU_FNAME varchar(15), STU_INIT varchar(1), STU_DOB datetime, STU_HRS int, STU_CLASS varchar(2), STU_GPA float(8), STU_TRANSFER numeric, DEPT_CODE varchar(18), STU_PHONE varchar(4), PROF_NUM int, FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )']"
779,race_track,"SELECT T2.name ,  count(*) FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id GROUP BY T1.track_id",Show the name of track and the number of races in each track.,"['SELECT' 'T2.name' ',' 'count' '(' '*' ')' 'FROM' 'race' 'AS' 'T1' 'JOIN'
 'track' 'AS' 'T2' 'ON' 'T1.track_id' '=' 'T2.track_id' 'GROUP' 'BY'
 'T1.track_id']","['select' 't2' '.' 'name' ',' 'count' '(' '*' ')' 'from' 'race' 'as' 't1'
 'join' 'track' 'as' 't2' 'on' 't1' '.' 'track_id' '=' 't2' '.' 'track_id'
 'group' 'by' 't1' '.' 'track_id']","['Show' 'the' 'name' 'of' 'track' 'and' 'the' 'number' 'of' 'races' 'in'
 'each' 'track' '.']","['CREATE TABLE ""race"" ( ""Race_ID"" int, ""Name"" text, ""Class"" text, ""Date"" text, ""Track_ID"" text, PRIMARY KEY (""Race_ID""), FOREIGN KEY (""Track_ID"") REFERENCES ""track""(""Track_ID"") )', 'CREATE TABLE ""track"" ( ""Track_ID"" int, ""Name"" text, ""Location"" text, ""Seating"" real, ""Year_Opened"" real, PRIMARY KEY (""Track_ID"") )']"
6881,flight_4,SELECT T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid WHERE T1.country  =  'China' GROUP BY T1.name ORDER BY count(*) DESC LIMIT 1,Find the busiest source airport that runs most number of routes in China.,"['SELECT' 'T1.name' 'FROM' 'airports' 'AS' 'T1' 'JOIN' 'routes' 'AS' 'T2'
 'ON' 'T1.apid' '=' 'T2.src_apid' 'WHERE' 'T1.country' '=' ""'China"" ""'""
 'GROUP' 'BY' 'T1.name' 'ORDER' 'BY' 'count' '(' '*' ')' 'DESC' 'LIMIT'
 '1']","['select' 't1' '.' 'name' 'from' 'airports' 'as' 't1' 'join' 'routes' 'as'
 't2' 'on' 't1' '.' 'apid' '=' 't2' '.' 'src_apid' 'where' 't1' '.'
 'country' '=' 'value' 'group' 'by' 't1' '.' 'name' 'order' 'by' 'count'
 '(' '*' ')' 'desc' 'limit' 'value']","['Find' 'the' 'busiest' 'source' 'airport' 'that' 'runs' 'most' 'number'
 'of' 'routes' 'in' 'China' '.']","['CREATE TABLE routes ( rid integer PRIMARY KEY, dst_apid integer, -- Id of destination airport dst_ap varchar(4), -- 3-letter (IATA) or 4-letter (ICAO) code of the destination airport src_apid bigint, -- Id of source airport src_ap varchar(4), -- 3-letter (IATA) or 4-letter (ICAO) code of the source airport alid bigint, -- Id of airline airline varchar(4), -- 2-letter (IATA) or 3-letter (ICAO) code of the airline codeshare text, -- ""Y"" if this flight is a codeshare (that is, not operated by -- Airline, but another carrier), empty otherwise FOREIGN KEY(dst_apid) REFERENCES airports(apid), FOREIGN KEY(src_apid) REFERENCES airports(apid), FOREIGN KEY(alid) REFERENCES airlines(alid) )', 'CREATE TABLE airports ( apid integer PRIMARY KEY, -- Id of the airport name text NOT NULL, -- Name of airport city text, -- Main city served by airport country text, -- Country or territory where airport is located x real, -- Latitude of airport: Decimal degrees, usually to six -- significant digits. Negative is South, positive is North y real, -- Longitude of airport: Decimal degrees, usually to six -- significant digits. Negative is West, positive is East elevation bigint, -- Altitude of airport measured in feets iata character varchar(3), -- 3-letter IATA code. empty or null if not assigned/unknown icao character varchar(4) -- 4-letter ICAO code. empty or null if not assigned )', 'CREATE TABLE airlines ( alid integer PRIMARY KEY, -- Id of the airline name text, -- Name of the airline iata varchar(2), -- 2-letter IATA code. empty or null if not assigned/unknown icao varchar(3), -- 3-letter ICAO code. empty or null if not assigned callsign text, -- Airline callsign country text, -- Country or territory where airline is incorporated active varchar(2) -- ""Y"" if the airline is or has until recently been operational, )']"
6473,scientist_1,SELECT count(DISTINCT scientist) FROM assignedto,How many different scientists are assigned to any project?,['SELECT' 'count' '(' 'DISTINCT' 'scientist' ')' 'FROM' 'assignedto'],['select' 'count' '(' 'distinct' 'scientist' ')' 'from' 'assignedto'],"['How' 'many' 'different' 'scientists' 'are' 'assigned' 'to' 'any'
 'project' '?']","['CREATE TABLE Scientists ( SSN int, Name Char(30) not null, Primary Key (SSN) )', 'CREATE TABLE Projects ( Code Char(4), Name Char(50) not null, Hours int, Primary Key (Code) )', 'CREATE TABLE AssignedTo ( Scientist int not null, Project char(4) not null, Primary Key (Scientist, Project), Foreign Key (Scientist) references Scientists (SSN), Foreign Key (Project) references Projects (Code) )']"
6795,activity_1,SELECT DISTINCT T1.lname FROM Faculty AS T1 JOIN Faculty_participates_in AS T2 ON T1.facID  =  T2.facID JOIN activity AS T3 ON T2.actid  =  T2.actid WHERE T3.activity_name  =  'Canoeing' OR T3.activity_name  =  'Kayaking',Find the first names of the faculty members who are playing Canoeing or Kayaking.,"['SELECT' 'DISTINCT' 'T1.lname' 'FROM' 'Faculty' 'AS' 'T1' 'JOIN'
 'Faculty_participates_in' 'AS' 'T2' 'ON' 'T1.facID' '=' 'T2.facID' 'JOIN'
 'activity' 'AS' 'T3' 'ON' 'T2.actid' '=' 'T2.actid' 'WHERE'
 'T3.activity_name' '=' ""'Canoeing"" ""'"" 'OR' 'T3.activity_name' '='
 ""'Kayaking"" ""'""]","['select' 'distinct' 't1' '.' 'lname' 'from' 'faculty' 'as' 't1' 'join'
 'faculty_participates_in' 'as' 't2' 'on' 't1' '.' 'facid' '=' 't2' '.'
 'facid' 'join' 'activity' 'as' 't3' 'on' 't2' '.' 'actid' '=' 't2' '.'
 'actid' 'where' 't3' '.' 'activity_name' '=' 'value' 'or' 't3' '.'
 'activity_name' '=' 'value']","['Find' 'the' 'first' 'names' 'of' 'the' 'faculty' 'members' 'who' 'are'
 'playing' 'Canoeing' 'or' 'Kayaking' '.']","['CREATE TABLE Activity ( actid INTEGER PRIMARY KEY, activity_name varchar(25) )', 'CREATE TABLE Participates_in ( stuid INTEGER, actid INTEGER, FOREIGN KEY(stuid) REFERENCES Student(StuID), FOREIGN KEY(actid) REFERENCES Activity(actid) )', 'CREATE TABLE Faculty_Participates_in ( FacID INTEGER, actid INTEGER, FOREIGN KEY(FacID) REFERENCES Faculty(FacID), FOREIGN KEY(actid) REFERENCES Activity(actid) )', 'CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )', 'CREATE TABLE Faculty ( FacID INTEGER PRIMARY KEY, Lname VARCHAR(15), Fname VARCHAR(15), Rank VARCHAR(15), Sex VARCHAR(1), Phone INTEGER, Room VARCHAR(5), Building VARCHAR(13) )']"
765,race_track,"SELECT name ,  CLASS ,  date FROM race","Show name, class, and date for all races.","['SELECT' 'name' ',' 'CLASS' ',' 'date' 'FROM' 'race']","['select' 'name' ',' 'class' ',' 'date' 'from' 'race']","['Show' 'name' ',' 'class' ',' 'and' 'date' 'for' 'all' 'races' '.']","['CREATE TABLE ""race"" ( ""Race_ID"" int, ""Name"" text, ""Class"" text, ""Date"" text, ""Track_ID"" text, PRIMARY KEY (""Race_ID""), FOREIGN KEY (""Track_ID"") REFERENCES ""track""(""Track_ID"") )', 'CREATE TABLE ""track"" ( ""Track_ID"" int, ""Name"" text, ""Location"" text, ""Seating"" real, ""Year_Opened"" real, PRIMARY KEY (""Track_ID"") )']"
3515,hr_1,"SELECT first_name ,   last_name ,   salary ,  department_id ,  MAX(salary) FROM employees GROUP BY department_id","display the department ID, full name (first and last name), salary for those employees who is highest salary in every department.","['SELECT' 'first_name' ',' 'last_name' ',' 'salary' ',' 'department_id'
 ',' 'MAX' '(' 'salary' ')' 'FROM' 'employees' 'GROUP' 'BY'
 'department_id']","['select' 'first_name' ',' 'last_name' ',' 'salary' ',' 'department_id'
 ',' 'max' '(' 'salary' ')' 'from' 'employees' 'group' 'by'
 'department_id']","['display' 'the' 'department' 'ID' ',' 'full' 'name' '(' 'first' 'and'
 'last' 'name' ')' ',' 'salary' 'for' 'those' 'employees' 'who' 'is'
 'highest' 'salary' 'in' 'every' 'department' '.']","['CREATE TABLE `regions` ( `REGION_ID` decimal(5,0) NOT NULL, `REGION_NAME` varchar(25) DEFAULT NULL, PRIMARY KEY (`REGION_ID`) )', 'CREATE TABLE `countries` ( `COUNTRY_ID` varchar(2) NOT NULL, `COUNTRY_NAME` varchar(40) DEFAULT NULL, `REGION_ID` decimal(10,0) DEFAULT NULL, PRIMARY KEY (`COUNTRY_ID`), FOREIGN KEY (`REGION_ID`) REFERENCES regions (`REGION_ID`) )', ""CREATE TABLE `departments` ( `DEPARTMENT_ID` decimal(4,0) NOT NULL DEFAULT '0', `DEPARTMENT_NAME` varchar(30) NOT NULL, `MANAGER_ID` decimal(6,0) DEFAULT NULL, `LOCATION_ID` decimal(4,0) DEFAULT NULL, PRIMARY KEY (`DEPARTMENT_ID`) )"", ""CREATE TABLE `jobs` ( `JOB_ID` varchar(10) NOT NULL DEFAULT '', `JOB_TITLE` varchar(35) NOT NULL, `MIN_SALARY` decimal(6,0) DEFAULT NULL, `MAX_SALARY` decimal(6,0) DEFAULT NULL, PRIMARY KEY (`JOB_ID`) )"", ""CREATE TABLE `employees` ( `EMPLOYEE_ID` decimal(6,0) NOT NULL DEFAULT '0', `FIRST_NAME` varchar(20) DEFAULT NULL, `LAST_NAME` varchar(25) NOT NULL, `EMAIL` varchar(25) NOT NULL, `PHONE_NUMBER` varchar(20) DEFAULT NULL, `HIRE_DATE` date NOT NULL, `JOB_ID` varchar(10) NOT NULL, `SALARY` decimal(8,2) DEFAULT NULL, `COMMISSION_PCT` decimal(2,2) DEFAULT NULL, `MANAGER_ID` decimal(6,0) DEFAULT NULL, `DEPARTMENT_ID` decimal(4,0) DEFAULT NULL, PRIMARY KEY (`EMPLOYEE_ID`), FOREIGN KEY (`DEPARTMENT_ID`) REFERENCES departments(`DEPARTMENT_ID`), FOREIGN KEY (`JOB_ID`) REFERENCES jobs(`JOB_ID`) )"", 'CREATE TABLE `job_history` ( `EMPLOYEE_ID` decimal(6,0) NOT NULL, `START_DATE` date NOT NULL, `END_DATE` date NOT NULL, `JOB_ID` varchar(10) NOT NULL, `DEPARTMENT_ID` decimal(4,0) DEFAULT NULL, PRIMARY KEY (`EMPLOYEE_ID`,`START_DATE`), FOREIGN KEY (`EMPLOYEE_ID`) REFERENCES employees(`EMPLOYEE_ID`), FOREIGN KEY (`DEPARTMENT_ID`) REFERENCES departments(`DEPARTMENT_ID`), FOREIGN KEY (`JOB_ID`) REFERENCES jobs(`JOB_ID`) )', ""CREATE TABLE `locations` ( `LOCATION_ID` decimal(4,0) NOT NULL DEFAULT '0', `STREET_ADDRESS` varchar(40) DEFAULT NULL, `POSTAL_CODE` varchar(12) DEFAULT NULL, `CITY` varchar(30) NOT NULL, `STATE_PROVINCE` varchar(25) DEFAULT NULL, `COUNTRY_ID` varchar(2) DEFAULT NULL, PRIMARY KEY (`LOCATION_ID`), FOREIGN KEY (`COUNTRY_ID`) REFERENCES countries(`COUNTRY_ID`) )""]"
